1,case1,0,0.0,0.0007223577833033861,0.0017793693912059644,0.0013944172221705532,0.001565904937877989
2,case1,1,0.0007197869930021226,0.0,0.0016341807882862356,0.0009151295794706173,0.0017985853638038693
3,case1,2,0.0017811919940655034,0.0016391216639520523,0.0,0.0006455326477368158,0.0008096728042180968
4,case1,3,0.001400674776344181,0.0009173744915841006,0.000636882722853269,0.0,0.000545085412720003
5,case1,4,0.0015829981511692975,0.0017863818296090497,0.0008080502229547377,0.0005449866922601066,0.0
1,case2,0,0.0,inf,1.4498337507888626,1.4495004869001755,1.4494251699345204
2,case2,1,inf,0.0,1.4034347444542492,1.402464408805981,1.4029092847159228
3,case2,2,inf,inf,0.0,0.0009878211753366775,0.0007589187464529083
4,case2,3,inf,inf,0.0009690471737306517,0.0,0.0005825427525883955
5,case2,4,inf,inf,0.0007534388441412981,0.000581917182501449,0.0
1,case3,0,0.0,1.8278857153683061,inf,inf,1.8293990172996735
2,case3,1,inf,0.0,inf,inf,0.0012897692676470266
3,case3,2,inf,1.9160949539220458,0.0,inf,1.915498170982336
4,case3,3,inf,1.85597906847913,inf,0.0,1.856262181592946
5,case3,4,inf,0.0012778907695070979,inf,inf,0.0
1,case4,0,0.0,inf,inf,inf,inf
2,case4,1,inf,0.0,inf,inf,inf
3,case4,2,inf,inf,0.0,inf,inf
4,case4,3,inf,inf,inf,0.0,inf
5,case4,4,inf,inf,inf,inf,0.0
1,case5,0,0.0,0.0015971549423068714,inf,inf,inf
2,case5,1,0.001580323347737066,0.0,inf,inf,inf
3,case5,2,inf,inf,0.0,inf,inf
4,case5,3,inf,inf,inf,0.0,inf
5,case5,4,inf,inf,inf,inf,0.0
1,case1,0,0.0,0.0007223577833033861,0.0017793693912059644,0.0013944172221705532,0.001565904937877989
2,case1,1,0.0007197869930021226,0.0,0.0016341807882862356,0.0009151295794706173,0.0017985853638038693
3,case1,2,0.0017811919940655034,0.0016391216639520523,0.0,0.0006455326477368158,0.0008096728042180968
4,case1,3,0.001400674776344181,0.0009173744915841006,0.000636882722853269,0.0,0.000545085412720003
5,case1,4,0.0015829981511692975,0.0017863818296090497,0.0008080502229547377,0.0005449866922601066,0.0
1,case2,0,0.0,inf,1.4498337507888626,1.4495004869001755,1.4494251699345204
2,case2,1,inf,0.0,1.4034347444542492,1.402464408805981,1.4029092847159228
3,case2,2,inf,inf,0.0,0.0009878211753366775,0.0007589187464529083
4,case2,3,inf,inf,0.0009690471737306517,0.0,0.0005825427525883955
5,case2,4,inf,inf,0.0007534388441412981,0.000581917182501449,0.0
1,case3,0,0.0,1.8278857153683061,inf,inf,1.8293990172996735
2,case3,1,inf,0.0,inf,inf,0.0012897692676470266
3,case3,2,inf,1.9160949539220458,0.0,inf,1.915498170982336
4,case3,3,inf,1.85597906847913,inf,0.0,1.856262181592946
5,case3,4,inf,0.0012778907695070979,inf,inf,0.0
1,case4,0,0.0,1.7621399278593288,inf,inf,0.12062562461063331
2,case4,1,1.2802928307917167,0.0,inf,inf,1.7789482249802369
3,case4,2,inf,inf,0.0,inf,0.12466418840029135
4,case4,3,inf,inf,2.117699189996818,0.0,2.6437229733672973
5,case4,4,inf,inf,inf,inf,0.0
1,case5,0,0.0,0.00042016182622428946,inf,inf,inf
2,case5,1,0.00041844717529721036,0.0,inf,inf,inf
3,case5,2,inf,inf,0.0,inf,inf
4,case5,3,inf,inf,inf,0.0,inf
5,case5,4,inf,inf,inf,0.9830650592759281,0.0
